tic_id,gaia_id,pl_orbper,pl_radj,pl_massj,pl_dens,pl_orbeccen,pl_eqt,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_pmra,sy_pmdec,sy_dist
TIC 38846515,Gaia DR2 4675352109658261376,2.849375,1.69,2.03,,0,,,,5.17,0.0848,,2,1.57,,68.9598159,-64.027039,10.8454,-0.49937,364.411
TIC 38846515,Gaia DR2 4675352109658261376,2.84938,1.33,1.26,,0,,0.76,,4.93,,6900,1.57,0.77,,68.9598159,-64.027039,10.8454,-0.49937,364.411
TIC 47911178,Gaia DR2 2924661867160818304,3.585722,1.41,0.497,0.219,0.068,,,,,,6380,1.29,1.34,,98.3511016,-23.486086,-2.56929,24.9917,201.224
TIC 47911178,Gaia DR2 2924661867160818304,3.58572,1.43,0.51,,0,,1.3,,8.45,,6380,1.31,1.41,,98.3511016,-23.486086,-2.56929,24.9917,201.224
TIC 47911178,Gaia DR2 2924661867160818304,3.585722,1.41,0.5,0.24,0,1560,1.26,2.712,,,6400,1.29,1.34,,98.3511016,-23.486086,-2.56929,24.9917,201.224
TIC 276754403,Gaia DR2 4439085988769170432,0.925542,1.528,1.49,,0,,1.195,,,,6110,1.44,1.22,,249.3148604,7.1833758,-8.85424,2.77494,375.647
TIC 276754403,Gaia DR2 4439085988769170432,,1.646,1.47,0.41,,2489,,,3.013,0.1158,,1.41,1.21,,249.3148604,7.1833758,-8.85424,2.77494,375.647
TIC 276754403,Gaia DR2 4439085988769170432,0.925542,1.528,1.49,0.55,,2508,1.195,2.593,2.978,0.1093,6110,1.44,1.22,0.413,249.3148604,7.1833758,-8.85424,2.77494,375.647
TIC 276754403,Gaia DR2 4439085988769170432,0.9255456,1.528,1.455,0.511,0.15,,,,,,6110,1.44,1.22,,249.3148604,7.1833758,-8.85424,2.77494,375.647
TIC 393495970,Gaia DR2 3868603216762016256,1.7554137,1.137,1.272,1.074,0,1516,1.474,1.76208,6.52,,5475,0.96,1.08,,160.6023689,7.4350768,-32.1696,-1.16522,185.932
TIC 393495970,Gaia DR2 3868603216762016256,1.7554137,1.137,1.268,1.07,0.015,,,,,,5450,0.96,1.08,,160.6023689,7.4350768,-32.1696,-1.16522,185.932
TIC 158623531,Gaia DR2 4917441922731087488,7.87288,0.96,1.8,2.65,0,900,1.2,3.72,17.9,,5070,0.9,0.89,,24.1678686,-50.659308,-35.3712,-31.7246,169.272
TIC 53189332,Gaia DR2 3788394461991295488,9.28971,1.02,1.62,,0,,0.64,,13.79,,6055,1.31,0.93,,166.4296276,-5.0794854,-24.8177,-13.294,352.181
TIC 53189332,Gaia DR2 3788394461991295488,9.289715,1.085,1.909,1.86,0.046,,,,,,6000,1.39,1.19,,166.4296276,-5.0794854,-24.8177,-13.294,352.181
TIC 53189332,Gaia DR2 3788394461991295488,9.289715,1.085,1.925,1.86,0,1140,0.642,5.36304,14.2,,6055,1.39,1.19,,166.4296276,-5.0794854,-24.8177,-13.294,352.181
TIC 429302040,Gaia DR2 3578638842054261248,5.72149242,0.924,0.119,0.202,0,736,2.091,2.73864,,,,0.66,0.69,,188.3864277,-10.1462141,-96.6468,-9.48261,64.7414
TIC 429302040,Gaia DR2 3578638842054261248,5.7214742,0.948,0.12,,0,,,,18.164,0.14434,4430,0.66,0.69,,188.3864277,-10.1462141,-96.6468,-9.48261,64.7414
TIC 429302040,Gaia DR2 3578638842054261248,5.72149,0.94,0.12,0.19,0,770,2.17,2.7528,18.2,,4430,0.66,0.69,,188.3864277,-10.1462141,-96.6468,-9.48261,64.7414
TIC 85593751,Gaia DR2 123376685084303360,3.722465,0.91,0.53,0.92,0,960,1.62,2.556,,,4800,0.74,0.77,0,47.3689472,30.6733817,3.85579,-44.8259,124.73
TIC 85593751,Gaia DR2 123376685084303360,3.7224747,1.005,0.487,0.594,0,,1.729,2.616,,,4980,0.79,0.83,-0.469,47.3689472,30.6733817,3.85579,-44.8259,124.73
TIC 85593751,Gaia DR2 123376685084303360,3.72247967,0.99,0.492,0.632,,992,,,,,4900,0.77,0.81,,47.3689472,30.6733817,3.85579,-44.8259,124.73
TIC 85593751,Gaia DR2 123376685084303360,3.7224793,0.99,0.532,0.679,0.03,,,,,,4900,0.77,0.81,,47.3689472,30.6733817,3.85579,-44.8259,124.73
TIC 85593751,Gaia DR2 123376685084303360,3.72247,1.11,0.79,,0,,1.6,,12.71,,4800,0.89,1.42,,47.3689472,30.6733817,3.85579,-44.8259,124.73
TIC 425817867,Gaia DR2 6678937478314860160,3.77840121,1.238,0.51,,0,,,,11.07,0.1435,5400,,,,305.8724366,-44.0587001,-40.9756,-52.2914,274.96
TIC 310003988,Gaia DR2 1587399232335653760,4.54216875,1.409,0.475,0.228,0,1496,0.809,4.2984,,,5890,1.61,1.32,,224.8728589,46.9600996,5.32344,-7.85096,435.156
TIC 466390120,Gaia DR2 2726339892542980864,1.5487743,1.339,1.769,0.97,0.012,2043,0.927,2.78208,,,5940,1.43,1.29,,327.6656953,10.4629385,-5.75307,-8.546,523.337
TIC 166739520,Gaia DR2 4746157737910069888,10.02165,1.021,0.2755,0.3445,0.302,1001,0.803,5.94,17.39,,6038,1.17,1.13,,36.7758112,-50.2844247,59.958,24.7429,157.963
TIC 166739520,Gaia DR2 4746157737910069888,10.02165,1.021,0.2761,0.341,0.3,,,,,,6040,1.17,1.13,,36.7758112,-50.2844247,59.958,24.7429,157.963
TIC 166739520,Gaia DR2 4746157737910069888,10.02165,1.06,0.3,,0.3,,0.8,,17.43,,6040,1.22,1.29,,36.7758112,-50.2844247,59.958,24.7429,157.963
TIC 380907135,Gaia DR2 2562569564026683520,4.0460435,1.44,0.514,0.233,0,1729,0.755,4.8048,6.92,,6410,1.7,1.32,,19.5505861,2.7027847,2.46124,-14.5949,376.658
TIC 380907135,Gaia DR2 2562569564026683520,4.0460407,1.394,0.52,0.256,0,1753,0.6679,4.91136,,,,1.75,1.32,,19.5505861,2.7027847,2.46124,-14.5949,376.658
TIC 388104525,Gaia DR2 4672607178880426624,2.49979,1.4,1.23,0.7,0.058,1600,,3.024,6.329,,5650,1.2,1.02,,55.9336392,-65.19378,21.1255,16.543,302.448
TIC 86396382,Gaia DR2 3435282862461427072,1.0914203,1.9,1.47,0.266,0,2580,1.389,2.99592,3.039,0.11785,6360,1.66,1.43,0.607,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.09142245,1.82,1.31,,0.05,,1.4,,2.98,,6300,1.59,1.2,,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.09142,1.937,1.465,0.267,,2593,,3.0408,3,0.117,6360,1.66,1.43,,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.0914209,1.825,1.39,0.283,0.02,,,,,,6250,1.62,1.38,,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.09,1.73,1.4,,,2510,,,,,6154,1.75,1.17,0.597,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.0914222,1.825,1.43,0.293,,2523,,,3.0675,,6250,1.62,1.38,,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.091423,1.79,1.41,0.24,0.049,,1.38,2.928,,,6300,1.57,1.35,,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.09142119,1.86,2.01,0.434,0.0447,2483,,,,0.1173,6300,,,,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 86396382,Gaia DR2 3435282862461427072,1.0914199,1.819,1.41,0.311,0,2601,,,2.933,0.119,6300,1.57,1.35,,97.636645,29.6722662,-1.57989,-6.95773,427.246
TIC 152476657,Gaia DR2 4837286842167819776,3.6112706,1.473,4.85,2,0.057,1880,0.655,3.5592,5.9,,6450,1.87,1.39,,62.6160813,-45.8982434,2.37925,-6.51059,381.174
TIC 22529346,Gaia DR2 5565050255701441664,1.2749255,1.865,1.183,0.243,0,2358,1.551,2.8872,3.754,0.12454,6459,1.46,1.35,0.519,107.6002312,-39.0972705,-3.84814,25.6065,269.898
TIC 22529346,Gaia DR2 5565050255701441664,1.27492504,1.753,1.157,0.266,0,,,2.9053,3.8131,0.12355,,1.46,1.36,,107.6002312,-39.0972705,-3.84814,25.6065,269.898
TIC 31858843,Gaia DR2 6756148659453907200,2.9776412,1.318,0.899,0.521,0,1520,1.11,3.0936,7.13,,5740,1.28,1.17,,289.4792124,-32.8601244,-16.7781,-31.803,197.996
TIC 97409519,Gaia DR2 6614751532833886464,3.37265,1.24,0.6,0.43,0.017,1400,,2.5704,9.434,,6050,1.02,1.07,,332.7143373,-30.7497189,-0.709759,-14.5156,448.637
TIC 25155310,Gaia DR2 4666498154837086208,3.2888,0.96,0.28,0.41,0.18,1480,,3.408,7.634,,5800,1.27,1.12,,63.374706,-69.2265926,63.1342,53.4329,216.526
TIC 169226822,Gaia DR2 3778075717162985600,4.178062,1.37,0.18,0.09,,1400,1.037,4.308,,,5620,1.39,1.08,,160.5587646,-3.8349989,19.2242,17.0257,159.507
TIC 169226822,Gaia DR2 3778075717162985600,4.17806203,1.311,0.1647,0.097,0,,1.021,4.35288,7.81,0.10103,,1.33,0.95,,160.5587646,-3.8349989,19.2242,17.0257,159.507
TIC 61538902,Gaia DR2 5380888758195682944,5.748145,0.93,1,1.6,0.096,1100,,2.6856,15.152,,5900,0.9,1,,176.2990518,-42.0639575,11.6704,-1.59269,301.462
TIC 8767448,Gaia DR2 702295464353437952,4.353011,1.389,0.477,0.222,0,,0.851,4.056,,,,1.56,1.09,,140.1029654,33.8823291,-2.15497,-20.319,227.537
TIC 8767448,Gaia DR2 702295464353437952,4.353011,1.528,0.512,0.178,,1531,,,7.2359,,5826,1.66,1.22,,140.1029654,33.8823291,-2.15497,-20.319,227.537
TIC 8767448,Gaia DR2 702295464353437952,4.35301,1.22,0.36,,0,,0.84,,7.35,,5950,1.37,0.72,,140.1029654,33.8823291,-2.15497,-20.319,227.537
TIC 8767448,Gaia DR2 702295464353437952,4.353011,1.528,0.525,0.182,0.016,,,,,,5830,1.66,1.22,,140.1029654,33.8823291,-2.15497,-20.319,227.537
TIC 8767448,Gaia DR2 702295464353437952,4.3530135,1.407,0.5,,0,,,4.003,7.54,0.0918,5989,,1.19,,140.1029654,33.8823291,-2.15497,-20.319,227.537
TIC 243200602,Gaia DR2 6112606840179716096,11.55098,0.89,1.23,2.34,0,833,0.916,3.72,,,5625,0.96,1.04,,203.1060194,-42.4752733,6.11138,-1.23794,172.256
TIC 271168962,Gaia DR2 6173451477191225984,5.322023,1.22,0.27,0.2,0,1460,0.665,3.8304,,,6030,1.53,1.06,,210.1935714,-30.5836084,10.2937,-9.85242,200.075
TIC 127530399,Gaia DR2 6099012478412247296,7.133521,0.87,0.41,0.84,0,763,1.46,3.0816,,,4775,0.74,0.8,,217.6091998,-46.159516,12.5613,-73.2084,122.91
TIC 127530399,Gaia DR2 6099012478412247296,1.011534,0.165,0.11752,,0.13,,,1.47,5.17,0.023,4714,0.75,0.78,-0.597,217.6091998,-46.159516,12.5613,-73.2084,122.91
TIC 92449173,Gaia DR2 6778662809294560896,2.176423,1.21,1.16,0.88,0.17,1790,,3.4392,5.155,,5700,1.44,1.16,,314.5754375,-35.7966224,12.0883,-8.24887,559.084
TIC 308172249,Gaia DR2 4596481632339898240,1.4013794,1.3,1.9,1.16,0,,1.94,1.656,,,5675,0.96,0.98,,267.2848846,29.8790428,-18.197,-12.0916,298.214
TIC 176220787,Gaia DR2 2441013811932929280,5.215357,1.38,1.51,0.773,,1742,0.411,5.4528,,,6260,2.21,1.41,,0.325761,-8.9262512,2.47256,9.64705,275.587
TIC 35857242,Gaia DR2 2498515516990171392,3.634433,1.09,1.22,1.2,,1590,0.683,3.7728,,,6272,1.36,1.22,,41.6391598,-0.4641252,11.247,-34.4637,414.234
TIC 159951311,Gaia DR2 4851398799032507776,5.924262,0.8,0.117,0.31,0,910,1.07,2.832,,,5310,0.8,0.92,,49.562173,-41.3020235,-15.9998,24.5115,212.472
TIC 347430350,Gaia DR2 1242084170974175232,2.243752,1.281,7.341,4.656,0.091,,1.02,3.06,,,6475,1.31,1.21,,218.2766247,21.8946875,29.2424,-6.95123,161.997
TIC 347430350,Gaia DR2 1242084170974175232,2.2437661,1.633,7.9,2.25,,2090,,,4.7985,,6475,1.67,1.35,,218.2766247,21.8946875,29.2424,-6.95123,161.997
TIC 347430350,Gaia DR2 1242084170974175232,2.2437661,1.281,7.22,4.23,0.0782,,,,,,6480,1.31,1.21,,218.2766247,21.8946875,29.2424,-6.95123,161.997
TIC 347430350,Gaia DR2 1242084170974175232,2.24375,1.38,8.84,,0.09,,1,,6.05,,6475,1.4,1.62,,218.2766247,21.8946875,29.2424,-6.95123,161.997
TIC 347430350,Gaia DR2 1242084170974175232,2.24376524,1.221,7.76,5.29,0.083,,,,5.99,0.09419,6500,,,,218.2766247,21.8946875,29.2424,-6.95123,161.997
TIC 347430350,Gaia DR2 1242084170974175232,2.2437655,1.24,7.59,4.96,0.087,1872,,,5.98,0.0965,6475,1.32,1.3,,218.2766247,21.8946875,29.2424,-6.95123,161.997
TIC 178284730,Gaia DR2 5094154336330994688,2.2359835,1.44,2.44,1.1,0.047,1320,2.05,1.5144,,,5260,0.87,0.9,,60.3855387,-20.4509991,-18.6654,20.2759,117.598
TIC 117979897,Gaia DR2 2980392087185289216,3.310651,1.21,2.69,1.98,0,1540,0.83,3.6,,,5900,1.37,1.25,,71.8244347,-17.1151736,7.53201,-1.94983,516.543
TIC 423275733,Gaia DR2 5674618444832114304,2.052868,1.53,0.84,0.31,0,2000,0.916,2.6808,,,6010,1.64,1.33,,140.5063164,-23.946102,-15.834,15.1966,730.933
TIC 207077681,Gaia DR2 6582435924022652672,2.2783152,0.85,0.44,0.95,0,1260,1.165,1.9536,8.39,,5200,0.81,0.81,,320.7628761,-40.0484393,-3.33693,-39.8519,355.513
TIC 381856447,Gaia DR2 6458529931463278848,1.7690381,0.9,0.89,1.6,0,1200,1.16,0.9768,8.74,,4900,0.68,0.76,,322.2537644,-58.8361466,107.107,11.1853,91.299
TIC 114749636,Gaia DR2 2340919358581488768,4.60273,1.115,0.275,0.263,0,1404,0.64,4.3944,8.29,0.08,5702,1.43,1.04,,359.1915117,-22.1532316,-5.29473,-6.96401,436.098
TIC 115524421,Gaia DR2 1358355738906114816,8.80381,0.722,0.291,0.96,0.22,940,,3.016,19.8,0.0807,5460,1.03,1,,254.1305022,44.3025361,-13.4765,-27.0613,246.353
TIC 115524421,Gaia DR2 1358355738906114816,8.803544,0.8,0.354,,0.19,,,,,0.0909,5437,0.91,0.97,,254.1305022,44.3025361,-13.4765,-27.0613,246.353
TIC 115524421,Gaia DR2 1358355738906114816,8.803809,0.756,0.287,0.831,0.208,,,,19.33,0.08498,5555,0.91,0.95,-0.139,254.1305022,44.3025361,-13.4765,-27.0613,246.353
TIC 111991770,Gaia DR2 6171009049549197824,3.75209748,1.428,0.542,0.231,0.055,,,,,,6300,1.48,1.18,,208.9280111,-32.1597118,8.76979,-22.3905,282.091
TIC 111991770,Gaia DR2 6171009049549197824,3.7521,1.41,0.54,,0,,0.97,,7.29,,6300,1.48,1.18,,208.9280111,-32.1597118,8.76979,-22.3905,282.091
TIC 111991770,Gaia DR2 6171009049549197824,3.75209748,1.408,0.592,0.263,,1676,,,7.2993,0.09508,6405,1.52,1.3,,208.9280111,-32.1597118,8.76979,-22.3905,282.091
TIC 111991770,Gaia DR2 6171009049549197824,3.7521,1.379,0.551,,0.087,,0.969,3.7128,7.4516,0.09842,6300,1.44,1.18,,208.9280111,-32.1597118,8.76979,-22.3905,282.091
TIC 111991770,Gaia DR2 6171009049549197824,3.7520656,1.428,0.542,0.247,0,,0.99,3.7152,,,6300,1.48,1.18,0.49,208.9280111,-32.1597118,8.76979,-22.3905,282.091
TIC 321668398,Gaia DR2 1416731285125373184,5.644207,1.07,8.46,8.54,0.3775,1460,0.44,3.1176,,,6218,1.65,1.39,,264.2630197,53.0212751,-4.28895,6.99951,527.995
TIC 262662119,Gaia DR2 2657135741633337088,4.533471,1.13,0.31,0.29,0.003,1290,,3.66,10.34,0.1011,5871,1.14,1.08,,349.0634651,0.3066895,-0.127374,-10.564,453.099
TIC 262662119,Gaia DR2 2657135741633337088,4.5334775,1.187,0.316,0.25065,0,1312,1.0664,3.6643,,,,1.18,1.08,,349.0634651,0.3066895,-0.127374,-10.564,453.099
TIC 157586003,Gaia DR2 2110106372987465216,3.332609,1.55,0.39,0.15,0.009,1700,,3.84,6,0.092,5914,1.73,1.34,,279.2624729,40.0186905,8.77897,0.249596,610.176
TIC 270380593,Gaia DR2 2514360548993901312,3.836169,0.51,0.128,1.3,0.007,970,,2.41,12.8,0.0685,4910,0.76,0.84,,32.782085,2.4181937,74.1903,40.0562,122.066
TIC 179012583,Gaia DR2 3630269399833507200,3.9516205,1.065,0.574,0.64,0,1339,0.891,1.9464,,,5838,1.13,1.26,,201.6551525,-8.3176353,-31.7277,-8.73955,334.037
TIC 37718056,Gaia DR2 2424621502311961344,3.656333,1.07,2.79,3.1,0,1590,0.63,3.576,8,,6350,1.39,1.38,,4.1463468,-10.9764226,1.82689,-1.50373,524.993
TIC 77156657,Gaia DR2 4864759888238232320,3.840401,1.38,0.55,0.28,0,1850,0.453,5.5872,5.44,,6120,2.11,1.41,,68.1364792,-38.9682973,-0.767139,5.44257,715.383
TIC 46096489,Gaia DR2 6283723285046532864,3.1186068,1.218,0.832,0.572,,1389,,,8.2102,0.119,5630,1.09,0.98,,214.6830109,-20.2754374,-0.0398218,17.2567,194.134
TIC 46096489,Gaia DR2 6283723285046532864,3.1186068,1.008,0.908,1.14,0.018,,,,,,5700,0.95,1.02,,214.6830109,-20.2754374,-0.0398218,17.2567,194.134
TIC 46096489,Gaia DR2 6283723285046532864,3.1186,1.22,1.24,,0,,1.2,,9.52,,5700,1.14,1.78,,214.6830109,-20.2754374,-0.0398218,17.2567,194.134
TIC 46096489,Gaia DR2 6283723285046532864,3.1186009,1.008,0.855,1.104,0,,1.199,1.92,,,5700,0.95,1.02,,214.6830109,-20.2754374,-0.0398218,17.2567,194.134
TIC 32949762,Gaia DR2 2910755484609597312,3.7684952,1.09,0.278,0.284,0,1119,1.663,2.84424,11.25,0.129,5298,0.87,0.87,,87.679561,-27.6233218,26.9751,-34.8296,288.326
TIC 50712784,Gaia DR2 5751177095877066496,5.4060425,1.143,2.49,2.2,,1557,0.45092,5.1288,8.49,0.0671,6400,1.71,1.39,0.647,126.3378248,-11.5009889,-5.38829,-0.586946,343.08
TIC 308098254,Gaia DR2 3558354604869150208,9.62468,1,5.2,6.9,0.434,910,0.87,4.2576,17,,5300,1.11,0.95,,168.2929079,-17.6577794,6.00836,-7.75368,310.841
TIC 145368316,Gaia DR2 4334991786994866304,1.6096884,1.202,1.87,1.42,,1638,1.417,2.232,5.62,0.119,5500,1.01,0.97,-0.076,256.5375549,-10.4130071,0.0213562,-5.35996,261.386
TIC 237320326,Gaia DR2 6491038642006989056,1.7771255,1.128,2.13,1.96,0,1610,1.542,1.60368,6.5,0.1242,5806,0.93,0.95,,344.8735878,-60.4478194,20.1808,-2.19285,327.506
TIC 228381868,Gaia DR2 2415410962124813056,3.465509,1.26,0.658,0.44,0,1624,0.544,4.176,5.93,0.0738,5599,1.75,1.25,,357.5806472,-17.0775947,28.0164,-3.21242,602.236
TIC 408310006,Gaia DR2 5664957444179338240,5.44354,0.63,0.101,0.54,0,1270,0.281,3.6,11.3,,6050,1.22,1.19,,144.8751047,-20.9824191,-55.0824,10.9266,114.173
TIC 104024556,Gaia DR2 6154982877299042944,2.0219596,1.58,8,,,2329,0.82,2.724,,,7000,1.79,1.59,,196.0437932,-35.5495292,-18.6582,1.03682,423.552
TIC 232038798,Gaia DR2 5555500000779464448,4.153658,1.5,0.42,0.16,0,1340,1.19,1.9128,9.59,,6000,1.12,1.08,,96.7446427,-46.8213635,0.0770172,20.4957,303.941
TIC 386259537,Gaia DR2 5723772524469252096,5.6114118,1.304,0.561,0.33,0,1604,0.446,6.0528,7.3,,6110,2.01,1.34,,127.3872297,-12.9447683,-13.1835,-3.82061,627.066
TIC 66818296,Gaia DR2 6042793005779654656,3.735438,1.991,0.486,0.0817,0.028,1771,1.696,4.392,,,6650,1.57,1.31,,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 66818296,Gaia DR2 6042793005779654656,3.7354845,1.991,0.512,0.08,0.02,,,,,,6650,1.57,1.31,,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 66818296,Gaia DR2 6042793005779654656,3.7354845,1.932,0.477,0.082,0,1755,,,6.9638,0.1255,,1.58,1.29,,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 66818296,Gaia DR2 6042793005779654656,3.7354417,1.74,0.49,0.122,0.129,,1.672,4.3728,,,6550,1.38,1.2,,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 66818296,Gaia DR2 6042793005779654656,3.73543,1.87,0.78,,0,,1.7,,8.97,,6550,1.49,2.28,,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 66818296,Gaia DR2 6042793005779654656,3.73,1.89,0.51,,,1740,,,,,6548,1.57,1.35,0.613,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 66818296,Gaia DR2 6042793005779654656,3.735433,1.986,0.453,,0.11,,1.672,4.4232,6.8166,0.12929,6650,1.58,1.2,,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 66818296,Gaia DR2 6042793005779654656,3.735438,1.747,0.486,0.121,0,,,,7.025,0.12345,,1.57,1.31,,239.9622479,-28.0617941,-8.1001,-9.63933,405.908
TIC 118956453,Gaia DR2 5656184406542140032,2.34478022,1.096,1.6,1.6,,1422,1.382,2.04,7.71,0.1175,5600,0.94,0.93,-0.114,135.4163028,-20.7203686,-9.98396,1.12817,305.603
TIC 162922904,Gaia DR2 5376137837173646208,3.8186244,0.98,1.084,1.5,0,1642,0.382,4.5792,6.64,,5965,1.64,1.17,,171.8450533,-44.0887035,-8.42651,-2.26224,757.84
TIC 453789494,Gaia DR2 6086712585429729536,5.477433,1.57,0.47,0.16,0,1740,0.72,5.2944,8,,6900,1.91,1.49,,199.433742,-47.2375748,-15.9763,0.505129,538.11
TIC 77031414,Gaia DR2 2323985539482908416,1.3866529,1.285,3.47,2.02,0,1842,1.448,2.3544,4.91,0.1203,5767,1.1,1.09,0.083,354.1686959,-34.6113042,87.9634,-8.5557,232.98
TIC 77031414,Gaia DR2 2323985539482908416,1.38665318,1.2,3.69,2.84,0,1880,1.23,2.2968,4.78,,5800,1.11,1.05,,354.1686959,-34.6113042,87.9634,-8.5557,232.98
TIC 102192004,Gaia DR2 6139403450370668800,4.2337,1.3,1.3,,,1490,0.86,2.04,,,6400,1.31,1.3,,195.7940145,-41.3848617,0.04347,-5.78362,410.149
TIC 102192004,Gaia DR2 6139403450370668800,4.2337005,1.437,0.33,0.135,0,1528,,2.094,8.789,0.1098,6399,1.35,1.24,0.436,195.7940145,-41.3848617,0.04347,-5.78362,410.149
TIC 448589187,Gaia DR2 5401743332678544640,3.0652907,1.208,0.99,0.74,0,1571,1.064,2.676,7.86,,6229,1.2,1.21,,166.3187996,-34.1227453,-24.3058,6.03256,539.36
TIC 375942197,Gaia DR2 1750321012752775040,3.899052,1.505,0.855,0.31,0,1721,0.64,5.1528,,,5941,1.93,1.34,,313.6872928,9.1790688,-6.19208,-4.95383,568.42
TIC 439842788,Gaia DR2 2677447294810845824,3.071722,1.58,0.508,0.172,,1142,1.85,1.6128,9.61,,5017,0.89,0.88,,334.7969885,-1.8344301,-57.5856,-56.0749,176.818
TIC 160708862,Gaia DR2 6003809889735481856,3.3448412,1.94,1.41,0.238,0,2402,1.225,3.6336,6.49,0.11066,8640,1.8,1.93,1.215,227.270329,-42.7049658,-10.0114,-5.65296,427.678
TIC 160708862,Gaia DR2 6003809889735481856,3.3448285,1.81,1.66,0.37,0,2470,1.243,3.4704,7.17,,9360,1.67,2.07,,227.270329,-42.7049658,-10.0114,-5.65296,427.678
TIC 100100827,Gaia DR2 4955371367334610048,0.94145223,1.24,10.2,6.6,0.0051,2429,1.041,2.21,3.48,0.1018,6432,1.32,1.29,0.428,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.9414526,1.191,10.4,,0.0091,,0.9439,,3.562,0.09716,6431,1.26,1.46,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.94145181,1.158,10.29,8.83,,2392,,,3.5778,,6400,1.22,1.26,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.94145181,1.163,10.38,8.22,,2413,,,3.5778,,6455,1.23,1.27,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.94145299,1.165,10.43,8.78,0.0092,,0.875,2.14368,,,6400,,,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.9,1.3,10.2,10.3,0,2400,,,,,6400,,,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,,1.165,10.43,8.78,,,,,3.578,,6400,1.23,1.28,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.94145,1.2,11.44,,0.01,,0.92,,3.57,,6431,1.29,1.46,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.9414523,1.106,10.2,9.6,0.00757,,,,,,6400,1.22,1.25,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 100100827,Gaia DR2 4955371367334610048,0.9414529,1.267,10.11,,0.00848,,0.916,2.18136,3.195,0.09576,6400,1.36,1.24,,24.3544618,-45.6777937,25.2428,20.5972,123.483
TIC 178367144,Gaia DR2 3070964117005132416,3.409264,1.24,0.9,0.61,0,1540,1.23,3.1176,,,6600,1.19,1.3,,123.3922465,-1.9827874,-14.052,-3.16932,253.985
TIC 293457754,Gaia DR2 2512413932376364288,4.5195064,1.184,0.299,0.237,,1186,1.59,3.0648,12.09,,5839,0.96,1.04,,26.7932253,3.1329325,-5.34333,-21.9704,437.495
TIC 369455629,Gaia DR2 6677909439240233472,3.3769848,0.85,0.148,0.318,0,1479,0.426,2.5968,8.3,,5638,1.34,1.08,,311.673345,-41.8209828,30.957,-21.6496,327.602
TIC 14344979,Gaia DR2 3803004978659671040,4.1117771,1.47,0.502,0.21,,1111,2.26,2.016,11.44,,5313,0.87,0.78,,163.7888521,-0.7370663,-28.1203,24.0332,325.377
TIC 112099249,Gaia DR2 6173435259395017344,5.1817,1.33,0.57,0.32,0,1480,0.69,4.776,8.19,,6000,1.65,1.23,,209.51701,-30.348153,-4.36224,-5.08721,663.231
TIC 46020827,Gaia DR2 6284007337003799552,9.38755,1.25,0.98,0.66,0.24,1160,0.73,4.608,12.9,,5900,1.5,1.12,,214.0595791,-19.5423062,-13.403,-6.05996,279.35
TIC 411608801,Gaia DR2 2790691147020786816,5.026799,1.11,4.22,3.821,0.33,,0.61,2.704,,,6361,1.47,1.22,,18.9953122,21.6169065,21.6721,-9.22111,278.514
TIC 15692883,Gaia DR2 306410392895767680,5.147878,1.64,0.8,0.224,0,,0.35,5.82,,,6150,2.83,1.54,,17.47474,25.6816494,-24.1729,-10.702,371.414
